siruta,link_harta,cod_LMI,cod_RAN,nume,judet,uat,localitate,punct,reper,categorie,tip,data_modif,bibliografie,y_field,x_field
57617,http://bit.ly/2KY8XbS,lipsa cod,57617.04,Situl arheologic de la Gheorghieni - Valea Mare,Cluj,Feleacu,Gheorghieni,Valea Mare,"Situl arheologic se află la centura de Ocolire Est a municipiului Cluj - Napoca, km 11 - 11 + 400,  în stânga drumului comunal dintre Gheorghieni şi Pata.",locuire civilă,aşezare şi necropolă,7.8.2012,"1. Crişan, Viorica, Cronica Cercetărilor Arheologice din România, Campania 2008 - VALACHICA XXI-XXII, CIMEC-Institutul de Memorie Culturală, București, 2009, 
 
",46.73417,23.705
57617,http://bit.ly/2KZasXs,lipsa cod,57617.06,Situl arheologic la Gheorghieni - Pădurea Gheorgieni,Cluj,Feleacu,Gheorghieni,Pădurea Gheorgieni,"Situl se află la km 8 +500 ""Pădurea Gheorgieni""",locuire,aşezare,7.8.2012,"1. Wittenberger, Mihai, 2008 [fișă tehnică] (sursa fişei de sit)
 
",46.71347,23.68745
58277,http://bit.ly/30EpcAq,CJ-I-s-A-07053,58277.01,Necropola scitică de la Gădălin - Dealul Crucii,Cluj,Jucu,Gădălin,Dealul Crucii,"Necropola a fost descoperită în lutăria de pe ""Dealul Crucii"", situat imediat la V de sat.",descoperire funerară,necropolă,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 839, 310 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 207 [Repertoriu] (sursa fişei de sit)
 
",46.83856,23.83909
58277,http://bit.ly/30CI2HQ,lipsa cod,58277.02,Aşezarea preistorică  de la Gădălin - Dealul Viilor,Cluj,Jucu,Gădălin,Dealul Viilor,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 438 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 207 [Repertoriu] (sursa fişei de sit)
 
",46.83308,23.84924
58277,http://bit.ly/30Dc12C,lipsa cod,58277.03,Aşezarea neolitică de la Gădălin - Manic,Cluj,Jucu,Gădălin,Manic,"Aşezarea se află pe o înălţime la 1,5 km SV de sat.",locuire civilă,aşezare,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 438 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 207 [Repertoriu] (sursa fişei de sit)
 
",46.82557,23.83784
58160,http://bit.ly/2KYTAjr,lipsa cod,58160.01,Aşezarea de la Fundătura - Poderei,Cluj,Iclod,Fundătura,Poderei,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. Lazarovici, Gheorghe, Cronica cercetărilor arheologice din România. Campania 1995, CIMEC-Institutul de Mrmorie Culturală, Bucureşti, 1996, 
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 205 [Repertoriu] (sursa fişei de sit)
 
",46.96526,23.77291
58160,http://bit.ly/2KUX1aS,lipsa cod,58160.02,Situl arheologic de la Fundătura - Şesul Mare,Cluj,Iclod,Fundătura,Şesul Mare (Talpa Popii),"Situl se află la N de sat, pe DN 1 , între km 33+155 şi 33+400, între satul Fundătura şi comuna Iclod, pe marginea stângă a drumului naţional DN 1C, Cluj-Napoca-Gherla; 2 km N de Someşul Mic.",locuire,locuire,7.8.2012,"1. Wiettenberger, Mihai; Bodea, Monica, Iclod-Fundătura, 2004 [Fişă tehnică] (sursa fişei de sit)
2. Hica, Ioana Livia, Cronica cercetărilor arheologice din România. Campania 1996, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1997, 
 
",46.95612,23.788
57751,http://bit.ly/2KYqAYU,lipsa cod,57751.01,Aşezările neolitice de la Frata,Cluj,Frata,Frata,lipsa punct,Pe malul locurilor.,locuire civilă,aşezare,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 431 [Publicaţie] (sursa fişei de sit)
 
",46.69765,24.04025
57715,http://bit.ly/2KXB2QL,CJ-I-s-B-07050,57715.01,Situl arheologic de la Floreşti - Tarişnea Dâmb,Cluj,Floreşti,Floreşti,Tarişnea Dâmb,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 838, 301-303 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis 5, Cluj-Napoca, 1992, 201 [Repertoriu] (sursa fişei de sit)
 
",46.74399,23.49345
57653,http://bit.ly/2KX8BCw,lipsa cod,57653.01,Aşezarea de la Fizeşu Gherlii - Kiszsedem,Cluj,Fizeşu Gherlii,Fizeşu Gherlii,Kiszsedem,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 426 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 200 [Repertoriu] (sursa fişei de sit)
 
",47.02212,23.98124
57010,http://bit.ly/2KVB5wm,CJ-I-s-B-07045,57010.01,Tumulii de la Feiurdeni - Ciup,Cluj,Chinteni,Feiurdeni,Ciup,"Pe dealul numit ""Ciup"".",descoperire funerară,tumul,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 837, 290 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 196 [Repertoriu] (sursa fişei de sit)
 
",46.88013,23.62404
56808,http://bit.ly/30ADJNb,lipsa cod,56808.06,Mormântul de la Feldioara - Piscul Lung,Cluj,Cătina,Feldioara,Piscul Lung,lipsa reper,descoperire funerară,mormânt,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 418 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 196 [Repertoriu] (sursa fişei de sit)
 
",46.89299,24.15831
56808,http://bit.ly/30Dc2nc,lipsa cod,56808.05,Măciucă neolitică din piatră la Feldioara - La Movilă,Cluj,Cătina,Feldioara,La Movilă,lipsa reper,descoperire izolată,obiect izolat,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 418 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 196 [Repertoriu] (sursa fişei de sit)
 
",46.88394,24.15213
56808,http://bit.ly/30ALz9V,lipsa cod,56808.04,Aşezarea neolitică de la Feldioara - Dealul cu Şea,Cluj,Cătina,Feldioara,Dealul cu Şea,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 418 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 194 [Repertoriu] (sursa fişei de sit)
 
",46.89595,24.15338
56808,http://bit.ly/2KY8Yws,CJ-I-s-B-07049,56808.03,Tumulii de la Feldioara,Cluj,Cătina,Feldioara,lipsa punct,"Tumulii se află extravilan, între satele Feldioara şi Cătina.",descoperire funerară,tumul,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 838, 300 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 196 [Repertoriu] (sursa fişei de sit)
 
",46.88394,24.15213
59194,http://bit.ly/30CuI6j,lipsa cod,59194.01,Aşezarea eneolitică de la Escu - Zăpadea,Cluj,Recea-Cristur,Escu,Zăpadea,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 408 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 193 [Repertoriu] (sursa fişei de sit)
 
",47.12775,23.52645
56639,http://bit.ly/2KXB4YT,CJ-I-s-B-07044,56639.02,Aşezarea preistorică de la Dumbrava - Budulău,Cluj,Căpuşu Mare,Dumbrava,Budulău,"Aşezarea se află lângă drumul dintre Napoca şi castrul de la Bologa, în hotarul numit ""Budulău"", situat la poalele ""Stâncii lui Gyerofi"".",locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 837, 289 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 192 [Repertoriu] (sursa fişei de sit)
 
",46.82049,23.2351
56639,http://bit.ly/2KZTk3T,CJ-I-s-B-07043,56639.01,Aşezarea preistorică de la Dumbrava - Valea Oşorheiului,Cluj,Căpuşu Mare,Dumbrava,Valea Oşorheiului,"Aşezarea se află la V de şaua dintre ""Muncel"" şi ""Cuşibert"", anume la circa 650 m S-SE de ultima înălţime, pe un platou de mici dimensiuni numit ""Valea Oşorheiului"", situat între două văi.",locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 395 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 837, 288 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 192 [Repertoriu] (sursa fişei de sit)
 
",46.82019,23.19879
55534,http://bit.ly/2KYEg6w,CJ-I-s-A-07042,55534.02,Aşezarea slavă de la Dorolţu - Dâmbu Mic,Cluj,Aghireşu,Dorolţu,Dâmbu Mic,Aşezarea se află la SE de sat.,locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 837, 287 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 191 [Repertoriu] (sursa fişei de sit)
 
",46.85441,23.28589
55534,http://bit.ly/30zshBy,CJ-I-s-A-07041,55534.01,Situl arheologic de la Dorolţu - Dealul Bisericii,Cluj,Aghireşu,Dorolţu,Dealul Bisericii,lipsa reper,locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 837, 283-286 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 188-191 [Repertoriu] (sursa fişei de sit)
 
",46.85768,23.29895
59531,http://bit.ly/2KUFC1W,CJ-I-s-B-07039,59531.01,Aşezarea din epoca bronzului de la Diviciorii Mari - Grajduri,Cluj,Sânmărtin,Diviciorii Mari,Grajduri,Aşezarea se află în vatra satului.,locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 836, 281 [Ordin MCC] (sursa fişei de sit)
 
",46.98656,24.07371
55730,http://bit.ly/30BFWYW,CJ-I-s-B-07038,55730.04,Situl arheologic de la Dezmir - Crişeni,Cluj,Apahida,Dezmir,"Crişeni, Sub Berc",lipsa reper,locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 371 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 836, 280 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 185 [Repertoriu] (sursa fişei de sit)
 
",46.75805,23.70725
57001,http://bit.ly/30CpOX3,CJ-I-s-B-07033,57001.02,Tumulii de la Deuşu - Acăstăi,Cluj,Chinteni,Deuşu,Acăstăi,Tumulii se observă în vatra satului şi în pădure.,descoperire funerară,tumul,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 836, 271 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 183 [Repertoriu] (sursa fişei de sit)
 
",46.89838,23.52405
57001,http://bit.ly/30A5XaV,CJ-I-s-B-07032,57001.01,Situl arheologic de la Deuşu - Apreşu de Jos,Cluj,Chinteni,Deuşu,"Apreşu de Jos (Ciutaia, Lunga, ""Ferma lui Americanu "")",lipsa reper,locuire civilă,aşezare,7.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 835-836, 268-230 [Ordin MCC] (sursa fişei de sit)
3. Cronica cercetărilor arheologice din România, campania 2000, CIMEC-Institutul de Memorie Culturală, Bucureşti, 2001, 
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 182 [Repertoriu] (sursa fişei de sit)
 
",46.89838,23.52405
55017,http://bit.ly/30zXkNP,lipsa cod,55017.05,Aşezarea de la Dej - Bungăr,Cluj,Municipiul Dej,Dej,Bungăr,Urmele aşezării au fost descoperite în pădurea Bungăr la SE de oraş.,locuire civilă,aşezare,7.8.2012,"1. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 181 [Repertoriu] (sursa fişei de sit)
 
",47.12113,23.88911
57555,http://bit.ly/30ADT7f,CJ-I-s-B-07026,57555.03,Aşezarea Latene de la Dăbâca - Cătun,Cluj,Dăbâca,Dăbâca,Cătun,"Aşezarea se află în  preajma hotarului ""Cătun-Dăbîca"", pe o terasă deasupra pârâului Lona.",locuire,aşezare,7.8.2012,"1. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 834, 253 [Ordin MCC] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 178 [Repertoriu] (sursa fişei de sit)
 
",46.98021,23.66234
57555,http://bit.ly/2KUFKOY,CJ-I-s-B-07025,57555.02,Tumulii preistorici de la Dăbâca - La Ţiglă,Cluj,Dăbâca,Dăbâca,La Ţiglă,lipsa reper,descoperire funerară,tumul,7.8.2012,"1. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 834, 253 [Ordin MCC] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 178 [Repertoriu] (sursa fişei de sit)
 
",46.97626,23.69339
58669,http://bit.ly/2KX3PVo,lipsa cod,58669.01,Aşezarea de la Crişeni - La Hodăi,Cluj,Mociu,Crişeni,La Hodăi,lipsa reper,locuire civilă,aşezare,6.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 334 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 169 [Repertoriu] (sursa fişei de sit)
 
",46.75887,24.04103
55721,http://bit.ly/2KUX4U6,CJ-I-s-A-07021,55721.01,Aşezarea de la Corpadea - Ciungui,Cluj,Apahida,Corpadea,Ciungui,lipsa reper,locuire civilă,aşezare,6.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 311 [Publicaţie] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 833, 242 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 168 [Repertoriu] (sursa fişei de sit)
 
",46.79464,23.82078
55721,http://bit.ly/30zsiW8,CJ-I-s-B-07022,55721.02,Situl arheologic de la Corpadea - intravilan,Cluj,Apahida,Corpadea,Intravilan,Situl se află intravilan.,locuire civilă,aşezare,6.8.2012,"1. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 834, 243-245 [Ordin MCC] (sursa fişei de sit)
 
",46.79764,23.83415
57966,http://bit.ly/30B1yEQ,CJ-I-s-B-07019,57966.01,Aşezarea preistorică de la Corneşti - Movila Straje,Cluj,Gârbău,Corneşti,Movila Strajei (Dealul Gâlmejului),"Aşezarea situată la cca 2,5 km N-NV de centrul localităţii.",locuire,aşezare,6.8.2012,"1. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 833, 238 [Ordin MCC] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 164 [Repertoriu] (sursa fişei de sit)
 
",46.88869,23.32739
57458,http://bit.ly/30CuNa7,lipsa cod,57458.01,"Aşezarea neolitică de la Corneşti - Cubleş, La Faţă, Cetate",Cluj,Corneşti,Corneşti,"Cubleş, La Faţă, Cetate",lipsa reper,locuire civilă,aşezare,6.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 308 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 167 [Repertoriu] (sursa fişei de sit)
 
",47.04077,23.66153
55302,http://bit.ly/30Cq1tj,CJ-I-s-B-07020,55302.02,Situl arheologic de la Corneşti - pe partea stângă a pârâului Hăşdate,Cluj,Mihai Viteazu,Corneşti,lipsa punct,"Situl se află la NV de sat, pe partea stângă a pârâului Hăşdate, la cca 200 m înainte de vărsarea acestuia în Arieş.",locuire,aşezare,6.8.2012,"1. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 833, 239-241 [Ordin MCC] (sursa fişei de sit)
2. Crișan I. H., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 166 [Repertoriu] (sursa fişei de sit)
 
",46.52291,23.69032
54984,http://bit.ly/2KVpb5q,lipsa cod,54984.204,Mormântul de la Cluj-Napoca - Strada Memorandumului,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Strada Memorandumului,lipsa reper,descoperire funerară,mormânt,6.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 293 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 126 [Repertoriu] (sursa fişei de sit)
 
",46.76359,23.61582
54984,http://bit.ly/2KVpcGw,lipsa cod,54984.84,Turnul Zidarilor de la Cluj-Napoca,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,lipsa punct,lipsa reper,fortificaţie,turn,6.8.2012,lipsa bibliografie,46.76359,23.61582
54984,http://bit.ly/2KWsp8L,CJ-II-m-A-07375,54984.78,Palatul Teleki de la Cluj-Napoca,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,lipsa punct,lipsa reper,construcţie,palat,6.8.2012,lipsa bibliografie,46.76359,23.61582
54984,http://bit.ly/30BKYol,CJ-II-a-A-07242,54984.77,Zid de apărare de la Cluj-Napoca - Strada Avram Iancu 13 - 15,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Strada Avram Iancu 13 - 15,lipsa reper,fortificaţie,fortificaţie,6.8.2012,"1. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 118-153 [Repertoriu] (sursa fişei de sit)
 
",46.76359,23.61582
54984,http://bit.ly/30Mwphy,lipsa cod,54984.24,Locuirea medievală de la Cluj - Piaţa Unirii nr. 6,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Piaţa Unirii nr. 6,"Aşezarea se află în faţa Magazinului Orange, în curtea acestuia.",locuire civilă,aşezare,6.8.2012,"1. Bota, Emilian, Cluj-Napoca, Piaţa Unirii, 2007 [Fişă de sit] (sursa fişei de sit)
 
",46.76359,23.61582
54984,http://bit.ly/2KXB771,CJ-II-m-B-07268,54984.23,Cazarmă de la Cluj-Napoca,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,lipsa punct,lipsa reper,construcţie,construcţie,6.8.2012,lipsa bibliografie,46.76359,23.61582
54984,http://bit.ly/2KZTl7X,lipsa cod,54984.212,Aşezare romană de la Cluj-Napoca - Hotel Plazza,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Hotel Plazza,Situl se află la 125 m S de râul Someş şi la 150 m de limita estică a zidului roman al oraşului roman Napoca.,locuire civilă,aşezare,6.8.2012,"1. Opreanu, Coriolan, 2007 [Fişă de sit] (sursa fişei de sit)
 
",46.76944,23.58389
